"","x"
"99",4.09090423705728
"100",0.819800191631058
"101",0.320792226944906
"102",-4.1420918609047
"103",-0.362249960554115
"104",-0.189894622444092
"105",1.93738644003831
"106",3.2475465522267
"107",0.85039396711942
"108",0.918498483049546
"109",-0.271694348494563
"110",1.18844639846986
"111",1.40597403528434
"112",-0.410911134468543
"113",-0.546921367994147
"114",-2.66424238023423
"115",0.691746389344579
"116",-2.15794445129644
"117",-1.46038785089984
"118",-0.346148917245624
"119",-1.60037701827937
"120",0.743080094129348
"121",0.0827163143064659
"122",-0.891040895167712
"123",-1.07823992341042
"124",-2.11037475945105
"125",-0.825313596983258
"126",0.25032006428463
"127",0.634307244376267
"128",-1.09866622877014
"129",-1.72156466035034
"130",-0.470128601695066
"131",-0.256747578326801
"132",0.789172058282013
"133",-0.139628366085238
"134",-1.15935339284145
"135",-1.88542409838523
"136",-0.551901892774396
"137",1.14138069073231
"138",1.64087303308358
"139",0.370704158032665
"140",-0.502570896175019
"141",-0.149114323413247
"142",0.722908300497446
"143",0.0587839561103965
"144",-0.121392885458762
"145",-1.44227271770309
"146",-0.327904277259916
"147",-2.36121981234652
"148",-0.322737773979403
"149",0.0703996360868394
"150",1.13991825180208
"151",0.282845862777563
"152",0.394969869837521
"153",-0.419754066613608
"154",-0.836292942175149
"155",-0.891730020159013
"156",-1.58925524046836
"157",-2.02118805589952
"158",-1.52162735878601
"159",-1.9421521778291
"160",0.831707261527648
"161",0.99821222001774
"162",0.388920084731553
"163",-0.369660109651816
"164",1.12171066364907
"165",-0.13572314298546
"166",-0.395185266558658
"167",-2.24049269718618
"168",-1.19302561795341
"169",-0.0815059771017128
"170",1.36751519842557
"171",1.67146689996379
"172",2.91341831034688
"173",3.28156455465682
"174",-0.344276302347471
"175",-1.09798277197199
"176",-0.753461874915512
"177",-0.552850615939367
"178",-0.303399743962275
"179",-1.24776118776968
"180",-0.699582632584185
"181",-0.0440866663978223
"182",1.39493162224666
"183",2.12994121616194
"184",2.47803370226479
"185",2.72082677210015
"186",-1.35137884975047
"187",-1.11739624188077
"188",-0.979214256983918
"189",-0.273209471582528
"190",-0.454432722835544
"191",-1.18199489822615
"192",-1.07086222167116
"193",-1.03064996261756
"194",0.821175993886293
"195",0.134322379169235
"196",-0.848302552431701
"197",-1.21405166287169
"198",-2.0422346082579
"199",-2.75274095156675
"200",-1.44186843999878
"201",-1.48658883633373
"202",-1.46221835617622
"203",-1.65871507235821
"204",-0.317166387170032
"205",-0.154756011883906
"206",0.442572025170469
"207",-0.286231868828031
"208",-1.43731836601779
"209",-1.93278873507864
"210",-1.98435792565032
"211",-1.36404058590511
"212",0.180202179015411
"213",-2.33012340222835
"214",-2.38380712175357
"215",-1.71949866510041
"216",3.05395770925246
"217",1.51291145021905
"218",-0.747204924412689
"219",1.52049064273264
"220",0.478618368118566
"221",0.179613504998125
"222",-2.3303374369548
"223",1.79083258113517
"224",1.65056014344043
"225",-0.488341157039806
"226",-0.801977279307156
"227",-2.24974760599342
"228",1.33473045334851
"229",-1.29815660659382
"230",-2.70289821169923
"231",1.67674021991267
"232",-0.401250412503287
"233",2.50353363456964
"234",0.348465843877976
"235",2.17718421541893
"236",1.43806766702458
"237",-1.09500875457833
"238",-0.0960419277667819
"239",-1.99571824096362
"240",-1.44972761291132
"241",-2.93927974209008
"242",-1.76876267016365
"243",-1.00164789022179
"244",-1.12238262671941
"245",1.76950338878997
"246",2.19949787828135
"247",0.393117859520726
"248",-0.13661485489747
"249",-2.09890550352611
"250",0.105328989907522
"251",0.637850372986947
"252",-0.0612240829422241
"253",0.334897226180628
"254",-0.134774499088471
"255",0.11395277621515
"256",-0.461067400226274
"257",2.66471267208034
"258",1.19963158551816
"259",0.691352948263316
"260",-1.30058504851842
"261",1.10889386557684
"262",1.71037663678945
"263",2.76965149497256
"264",1.8226029382993
"265",2.66673740547065
"266",-0.994839324892891
"267",0.0261331645123756
"268",-2.59449927339595
"269",0.871802529946409
"270",-1.05233189494388
"271",-0.165847250253135
"272",-0.789618272325507
"273",1.2115798147917
"274",0.325880210714906
"275",0.725431987693055
"276",0.336197265917273
"277",2.22336976861198
"278",-0.195397041931015
"279",0.193427667261268
"280",-1.5707336509118
"281",0.158897448583188
"282",-0.0661596713168853
"283",-0.379877945311853
"284",-0.810784851769524
"285",0.226077725427471
"286",-0.465615041637818
"287",0.088220827346419
"288",0.694355981180338
"289",2.26397488740646
"290",1.09488814018688
"291",2.08356247485147
"292",1.03932403349801
"293",1.73099509423724
"294",1.04950039464089
"295",-0.456373133861267
"296",-0.247826959151613
"297",0.690360662151486
"298",-0.0586060171938098
"299",0.907577678352863
"300",0.493754365420359
